intent,sub intent,data,slots
alternative_farming_methods,horticulture,what are the top 5 vegetable producing countries,O O O O O B-method-subtype O O
alternative_farming_methods,floriculture,which is the best flower to grow in december,O O O B-method_adv B-method_type O B-method_duration O O
alternative_farming_methods,organic farming,what is the market value of organic fruits,O O O B-method_investment_cost B-method_investment_cost O B-method_type B-method-subtype
alternative_farming_methods,viticulture,is it tough to grow grapevines,O O O O B-method_duration B-method_type
alternative_farming_methods,viticulture,what is the advantage of organic grapes farming,O O O B-method_adv O B-method_type B-method_type O
alternative_farming_methods,horticulture,what equipment does horticulture need,O O O B-method_type B-method_adv
alternative_farming_methods,floriculture,what are the tools required for floriculture,O O O O B-method_requirements O B-method_type
alternative_farming_methods,organic farming,how are organic farms fertilized,O O B-method_type O B-method_requirements
alternative_farming_methods,organic farming,is organic farming cheap,O B-method_type O O
alternative_farming_methods,organic farming,what are the principles of organic farming,O O O O O B-method_type O
alternative_farming_methods,horticulture,what are the different types of horticulture,O O O O O O B-method_type
alternative_farming_methods,viticulture,whom to call to know more about viticulture,O O B-method_helpline O O O O B-method_type
alternative_farming_methods,horticulture,what is the investment required for horticulture,O O O B-method_investment_cost B-method_requirements O B-method_type
alternative_farming_methods,horticulture,what is the best soil for growing vegetables and how can one improve the soil,O O O B-method_adv B-method_requirements O B-method_duration B-method-subtype O O O O B-method_adv O B-method_requirements
alternative_farming_methods,viticulture,what are types of pruning in grapes farming,O O O O B-method_yield O B-method_type O
alternative_farming_methods,horticulture,what is the best time for growing carrots,O O O B-method_adv B-method_duration O B-method_duration B-method-subtype
alternative_farming_methods,viticulture,which website to visit to know about viticulture,O B-method_helpline O O O O O B-method_type
alternative_farming_methods,organic farming,what is the yield of organic farming 1 hectare of land,O O O B-method_yield O B-method_type O O O O B-method_requirements
alternative_farming_methods,viticulture,what is pruing in viticulture,O O O O B-method_type
alternative_farming_methods,floriculture,can flowers be kept in the shelf for 4 weeks,O B-method_type O O O O O O O O
alternative_farming_methods,organic farming,how are organic manures beneficial in the cultivation of crops,O O B-method_type O B-method_adv O O O O O
alternative_farming_methods,viticulture,can grapevines be shipped from other countries,O B-method_type O O O O O
alternative_farming_methods,organic farming,what are the weaknesses of organic farming,O O O B-method_disadv O B-method_type O
alternative_farming_methods,viticulture,what are the methods of pests and disease control in the grapes farming,O O O O O B-method_requirements O B-method_requirements O O O B-method_type O
alternative_farming_methods,floriculture,is there a floriculture helpline,O O O B-method_type B-method_helpline
alternative_farming_methods,viticulture,what are the problems in viticulture,O O O B-method_disadv O B-method_type
alternative_farming_methods,horticulture,can horticulture be good for profit,O B-method_type O B-method_adv O B-method_investment_cost
alternative_farming_methods,floriculture,what are the flower cultivated areas in india,O O O B-method_type O B-method_requirements O O
alternative_farming_methods,floriculture,can flowers be sold in the market,O B-method_type O O O O B-method_investment_cost
alternative_farming_methods,organic farming,how are weeds managed on organic farms,O O B-method_requirements B-method_use O B-method_type O
alternative_farming_methods,horticulture,how cost effective is horticulture,O B-method_investment_cost B-method_disadv O B-method_type
alternative_farming_methods,floriculture,what equipment does floriculture need,O O O B-method_type B-method_adv
alternative_farming_methods,organic farming,what are some of the key issues for organic farming in india,O O O O O O B-method_disadv O B-method_type O O O
alternative_farming_methods,horticulture,how much sunlight is required by vegetable plant to grow,O O B-method_requirements O B-method_requirements O B-method-subtype O O B-method_duration
alternative_farming_methods,floriculture,what type of flowers can be grown in floriculture,O O O B-method_type O O B-method_duration O B-method_type
alternative_farming_methods,floriculture,what are the problems in floriculture,O O O B-method_disadv O B-method_type
alternative_farming_methods,floriculture,how to choose fertilizer in floriculture,O O O B-method_requirements O B-method_type
alternative_farming_methods,organic farming,is organic farming the best for cultivation,O B-method_type O O B-method_adv O O
alternative_farming_methods,viticulture,is viticulture profitable,O B-method_type B-method_investment_cost
alternative_farming_methods,floriculture,is flowers expensive to sell,O B-method_type O O O
alternative_farming_methods,floriculture,which flower is more profitable,O B-method_type O O B-method_investment_cost
alternative_farming_methods,organic farming,where to find information on marigold organic farming,O O O B-method_helpline O B-method-subtype B-method_type O
alternative_farming_methods,viticulture,how easily can i grow grapes,O O O O B-method_duration B-method_type
alternative_farming_methods,organic farming,do organic farmers ever use pesticides,O B-method_type O O B-method_use B-method_requirements
alternative_farming_methods,organic farming,how do i contact organic farming,O O O B-method_helpline B-method_type O
animal_husbandry,fish_farming,how is fish farming done,O O B-animal_type O O
animal_husbandry,dairy_farming,what does a goat eat,O O O B-animal_type B-animal_diet
animal_husbandry,bee_keeping,how to clean a bee colony,O O B-animal_maintenance O B-animal_type O
animal_husbandry,bee_keeping,can bees get infected,O B-animal_type O B-animal_diseases
animal_husbandry,sheep_farming,how much does a healthy sheep weight,O O O O B-animal_maintenance B-animal_type B-animal_weight
animal_husbandry,bee_keeping,maintain hygiene for bee cultivation,O B-animal_maintenance O B-animal_type O
animal_husbandry,alligator_farming,what is the weight of a healthy pig,O O O B-animal_weight O O B-animal_maintenance B-animal_type
animal_husbandry,alligator_farming,what do alligators give when farmed,O O B-animal_type B-animal_byproduct B-animal_type O
animal_husbandry,poultry_farming,which illness can hens suffer from,O B-animal_diseases O B-animal_type O O
